dateId,date,dateYear,dateMonth,dateDay,dateQuarter
1,1/1/2018,2018,1,1,1
2,1/2/2018,2018,1,2,1
3,1/3/2018,2018,1,3,1
4,1/4/2018,2018,1,4,1
5,1/5/2018,2018,1,5,1
6,1/6/2018,2018,1,6,1
7,1/7/2018,2018,1,7,1
8,1/8/2018,2018,1,8,1
9,1/9/2018,2018,1,9,1
10,1/10/2018,2018,1,10,1
11,1/11/2018,2018,1,11,1
12,1/12/2018,2018,1,12,1
13,1/13/2018,2018,1,13,1
14,1/14/2018,2018,1,14,1
15,1/15/2018,2018,1,15,1
16,1/16/2018,2018,1,16,1
17,1/17/2018,2018,1,17,1
18,1/18/2018,2018,1,18,1
19,1/19/2018,2018,1,19,1
20,1/20/2018,2018,1,20,1
21,1/21/2018,2018,1,21,1
22,1/22/2018,2018,1,22,1
23,1/23/2018,2018,1,23,1
24,1/24/2018,2018,1,24,1
25,1/25/2018,2018,1,25,1
26,1/26/2018,2018,1,26,1
27,1/27/2018,2018,1,27,1
28,1/28/2018,2018,1,28,1
29,1/29/2018,2018,1,29,1
30,1/30/2018,2018,1,30,1
31,1/31/2018,2018,1,31,1
32,2/1/2018,2018,2,1,1
33,2/2/2018,2018,2,2,1
34,2/3/2018,2018,2,3,1
35,2/4/2018,2018,2,4,1
36,2/5/2018,2018,2,5,1
37,2/6/2018,2018,2,6,1
38,2/7/2018,2018,2,7,1
39,2/8/2018,2018,2,8,1
40,2/9/2018,2018,2,9,1
41,2/10/2018,2018,2,10,1
42,2/11/2018,2018,2,11,1
43,2/12/2018,2018,2,12,1
44,2/13/2018,2018,2,13,1
45,2/14/2018,2018,2,14,1
46,2/15/2018,2018,2,15,1
47,2/16/2018,2018,2,16,1
48,2/17/2018,2018,2,17,1
49,2/18/2018,2018,2,18,1
50,2/19/2018,2018,2,19,1
51,2/20/2018,2018,2,20,1
52,2/21/2018,2018,2,21,1
53,2/22/2018,2018,2,22,1
54,2/23/2018,2018,2,23,1
55,2/24/2018,2018,2,24,1
56,2/25/2018,2018,2,25,1
57,2/26/2018,2018,2,26,1
58,2/27/2018,2018,2,27,1
59,2/28/2018,2018,2,28,1
60,3/1/2018,2018,3,1,1
61,3/2/2018,2018,3,2,1
62,3/3/2018,2018,3,3,1
63,3/4/2018,2018,3,4,1
64,3/5/2018,2018,3,5,1
65,3/6/2018,2018,3,6,1
66,3/7/2018,2018,3,7,1
67,3/8/2018,2018,3,8,1
68,3/9/2018,2018,3,9,1
69,3/10/2018,2018,3,10,1
70,3/11/2018,2018,3,11,1
71,3/12/2018,2018,3,12,1
72,3/13/2018,2018,3,13,1
73,3/14/2018,2018,3,14,1
74,3/15/2018,2018,3,15,1
75,3/16/2018,2018,3,16,1
76,3/17/2018,2018,3,17,1
77,3/18/2018,2018,3,18,1
78,3/19/2018,2018,3,19,1
79,3/20/2018,2018,3,20,1
80,3/21/2018,2018,3,21,1
81,3/22/2018,2018,3,22,1
82,3/23/2018,2018,3,23,1
83,3/24/2018,2018,3,24,1
84,3/25/2018,2018,3,25,1
85,3/26/2018,2018,3,26,1
86,3/27/2018,2018,3,27,1
87,3/28/2018,2018,3,28,1
88,3/29/2018,2018,3,29,1
89,3/30/2018,2018,3,30,1
90,3/31/2018,2018,3,31,1
91,4/1/2018,2018,4,1,2
92,4/2/2018,2018,4,2,2
93,4/3/2018,2018,4,3,2
94,4/4/2018,2018,4,4,2
95,4/5/2018,2018,4,5,2
96,4/6/2018,2018,4,6,2
97,4/7/2018,2018,4,7,2
98,4/8/2018,2018,4,8,2
99,4/9/2018,2018,4,9,2
100,4/10/2018,2018,4,10,2
101,4/11/2018,2018,4,11,2
102,4/12/2018,2018,4,12,2
103,4/13/2018,2018,4,13,2
104,4/14/2018,2018,4,14,2
105,4/15/2018,2018,4,15,2
106,4/16/2018,2018,4,16,2
107,4/17/2018,2018,4,17,2
108,4/18/2018,2018,4,18,2
109,4/19/2018,2018,4,19,2
110,4/20/2018,2018,4,20,2
111,4/21/2018,2018,4,21,2
112,4/22/2018,2018,4,22,2
113,4/23/2018,2018,4,23,2
114,4/24/2018,2018,4,24,2
115,4/25/2018,2018,4,25,2
116,4/26/2018,2018,4,26,2
117,4/27/2018,2018,4,27,2
118,4/28/2018,2018,4,28,2
119,4/29/2018,2018,4,29,2
120,4/30/2018,2018,4,30,2
121,5/1/2018,2018,5,1,2
122,5/2/2018,2018,5,2,2
123,5/3/2018,2018,5,3,2
124,5/4/2018,2018,5,4,2
125,5/5/2018,2018,5,5,2
126,5/6/2018,2018,5,6,2
127,5/7/2018,2018,5,7,2
128,5/8/2018,2018,5,8,2
129,5/9/2018,2018,5,9,2
130,5/10/2018,2018,5,10,2
131,5/11/2018,2018,5,11,2
132,5/12/2018,2018,5,12,2
133,5/13/2018,2018,5,13,2
134,5/14/2018,2018,5,14,2
135,5/15/2018,2018,5,15,2
136,5/16/2018,2018,5,16,2
137,5/17/2018,2018,5,17,2
138,5/18/2018,2018,5,18,2
139,5/19/2018,2018,5,19,2
140,5/20/2018,2018,5,20,2
141,5/21/2018,2018,5,21,2
142,5/22/2018,2018,5,22,2
143,5/23/2018,2018,5,23,2
144,5/24/2018,2018,5,24,2
145,5/25/2018,2018,5,25,2
146,5/26/2018,2018,5,26,2
147,5/27/2018,2018,5,27,2
148,5/28/2018,2018,5,28,2
149,5/29/2018,2018,5,29,2
150,5/30/2018,2018,5,30,2
151,5/31/2018,2018,5,31,2
152,6/1/2018,2018,6,1,2
153,6/2/2018,2018,6,2,2
154,6/3/2018,2018,6,3,2
155,6/4/2018,2018,6,4,2
156,6/5/2018,2018,6,5,2
157,6/6/2018,2018,6,6,2
158,6/7/2018,2018,6,7,2
159,6/8/2018,2018,6,8,2
160,6/9/2018,2018,6,9,2
161,6/10/2018,2018,6,10,2
162,6/11/2018,2018,6,11,2
163,6/12/2018,2018,6,12,2
164,6/13/2018,2018,6,13,2
165,6/14/2018,2018,6,14,2
166,6/15/2018,2018,6,15,2
167,6/16/2018,2018,6,16,2
168,6/17/2018,2018,6,17,2
169,6/18/2018,2018,6,18,2
170,6/19/2018,2018,6,19,2
171,6/20/2018,2018,6,20,2
172,6/21/2018,2018,6,21,2
173,6/22/2018,2018,6,22,2
174,6/23/2018,2018,6,23,2
175,6/24/2018,2018,6,24,2
176,6/25/2018,2018,6,25,2
177,6/26/2018,2018,6,26,2
178,6/27/2018,2018,6,27,2
179,6/28/2018,2018,6,28,2
180,6/29/2018,2018,6,29,2
181,6/30/2018,2018,6,30,2
182,7/1/2018,2018,7,1,3
183,7/2/2018,2018,7,2,3
184,7/3/2018,2018,7,3,3
185,7/4/2018,2018,7,4,3
186,7/5/2018,2018,7,5,3
187,7/6/2018,2018,7,6,3
188,7/7/2018,2018,7,7,3
189,7/8/2018,2018,7,8,3
190,7/9/2018,2018,7,9,3
191,7/10/2018,2018,7,10,3
192,7/11/2018,2018,7,11,3
193,7/12/2018,2018,7,12,3
194,7/13/2018,2018,7,13,3
195,7/14/2018,2018,7,14,3
196,7/15/2018,2018,7,15,3
197,7/16/2018,2018,7,16,3
198,7/17/2018,2018,7,17,3
199,7/18/2018,2018,7,18,3
200,7/19/2018,2018,7,19,3
201,7/20/2018,2018,7,20,3
202,7/21/2018,2018,7,21,3
203,7/22/2018,2018,7,22,3
204,7/23/2018,2018,7,23,3
205,7/24/2018,2018,7,24,3
206,7/25/2018,2018,7,25,3
207,7/26/2018,2018,7,26,3
208,7/27/2018,2018,7,27,3
209,7/28/2018,2018,7,28,3
210,7/29/2018,2018,7,29,3
211,7/30/2018,2018,7,30,3
212,7/31/2018,2018,7,31,3
213,8/1/2018,2018,8,1,3
214,8/2/2018,2018,8,2,3
215,8/3/2018,2018,8,3,3
216,8/4/2018,2018,8,4,3
217,8/5/2018,2018,8,5,3
218,8/6/2018,2018,8,6,3
219,8/7/2018,2018,8,7,3
220,8/8/2018,2018,8,8,3
221,8/9/2018,2018,8,9,3
222,8/10/2018,2018,8,10,3
223,8/11/2018,2018,8,11,3
224,8/12/2018,2018,8,12,3
225,8/13/2018,2018,8,13,3
226,8/14/2018,2018,8,14,3
227,8/15/2018,2018,8,15,3
228,8/16/2018,2018,8,16,3
229,8/17/2018,2018,8,17,3
230,8/18/2018,2018,8,18,3
231,8/19/2018,2018,8,19,3
232,8/20/2018,2018,8,20,3
233,8/21/2018,2018,8,21,3
234,8/22/2018,2018,8,22,3
235,8/23/2018,2018,8,23,3
236,8/24/2018,2018,8,24,3
237,8/25/2018,2018,8,25,3
238,8/26/2018,2018,8,26,3
239,8/27/2018,2018,8,27,3
240,8/28/2018,2018,8,28,3
241,8/29/2018,2018,8,29,3
242,8/30/2018,2018,8,30,3
243,8/31/2018,2018,8,31,3
244,9/1/2018,2018,9,1,3
245,9/2/2018,2018,9,2,3
246,9/3/2018,2018,9,3,3
247,9/4/2018,2018,9,4,3
248,9/5/2018,2018,9,5,3
249,9/6/2018,2018,9,6,3
250,9/7/2018,2018,9,7,3
251,9/8/2018,2018,9,8,3
252,9/9/2018,2018,9,9,3
253,9/10/2018,2018,9,10,3
254,9/11/2018,2018,9,11,3
255,9/12/2018,2018,9,12,3
256,9/13/2018,2018,9,13,3
257,9/14/2018,2018,9,14,3
258,9/15/2018,2018,9,15,3
259,9/16/2018,2018,9,16,3
260,9/17/2018,2018,9,17,3
261,9/18/2018,2018,9,18,3
262,9/19/2018,2018,9,19,3
263,9/20/2018,2018,9,20,3
264,9/21/2018,2018,9,21,3
265,9/22/2018,2018,9,22,3
266,9/23/2018,2018,9,23,3
267,9/24/2018,2018,9,24,3
268,9/25/2018,2018,9,25,3
269,9/26/2018,2018,9,26,3
270,9/27/2018,2018,9,27,3
271,9/28/2018,2018,9,28,3
272,9/29/2018,2018,9,29,3
273,9/30/2018,2018,9,30,3
274,10/1/2018,2018,10,1,4
275,10/2/2018,2018,10,2,4
276,10/3/2018,2018,10,3,4
277,10/4/2018,2018,10,4,4
278,10/5/2018,2018,10,5,4
279,10/6/2018,2018,10,6,4
280,10/7/2018,2018,10,7,4
281,10/8/2018,2018,10,8,4
282,10/9/2018,2018,10,9,4
283,10/10/2018,2018,10,10,4
284,10/11/2018,2018,10,11,4
285,10/12/2018,2018,10,12,4
286,10/13/2018,2018,10,13,4
287,10/14/2018,2018,10,14,4
288,10/15/2018,2018,10,15,4
289,10/16/2018,2018,10,16,4
290,10/17/2018,2018,10,17,4
291,10/18/2018,2018,10,18,4
292,10/19/2018,2018,10,19,4
293,10/20/2018,2018,10,20,4
294,10/21/2018,2018,10,21,4
295,10/22/2018,2018,10,22,4
296,10/23/2018,2018,10,23,4
297,10/24/2018,2018,10,24,4
298,10/25/2018,2018,10,25,4
299,10/26/2018,2018,10,26,4
300,10/27/2018,2018,10,27,4
301,10/28/2018,2018,10,28,4
302,10/29/2018,2018,10,29,4
303,10/30/2018,2018,10,30,4
304,10/31/2018,2018,10,31,4
305,11/1/2018,2018,11,1,4
306,11/2/2018,2018,11,2,4
307,11/3/2018,2018,11,3,4
308,11/4/2018,2018,11,4,4
309,11/5/2018,2018,11,5,4
310,11/6/2018,2018,11,6,4
311,11/7/2018,2018,11,7,4
312,11/8/2018,2018,11,8,4
313,11/9/2018,2018,11,9,4
314,11/10/2018,2018,11,10,4
315,11/11/2018,2018,11,11,4
316,11/12/2018,2018,11,12,4
317,11/13/2018,2018,11,13,4
318,11/14/2018,2018,11,14,4
319,11/15/2018,2018,11,15,4
320,11/16/2018,2018,11,16,4
321,11/17/2018,2018,11,17,4
322,11/18/2018,2018,11,18,4
323,11/19/2018,2018,11,19,4
324,11/20/2018,2018,11,20,4
325,11/21/2018,2018,11,21,4
326,11/22/2018,2018,11,22,4
327,11/23/2018,2018,11,23,4
328,11/24/2018,2018,11,24,4
329,11/25/2018,2018,11,25,4
330,11/26/2018,2018,11,26,4
331,11/27/2018,2018,11,27,4
332,11/28/2018,2018,11,28,4
333,11/29/2018,2018,11,29,4
334,11/30/2018,2018,11,30,4
335,12/1/2018,2018,12,1,4
336,12/2/2018,2018,12,2,4
337,12/3/2018,2018,12,3,4
338,12/4/2018,2018,12,4,4
339,12/5/2018,2018,12,5,4
340,12/6/2018,2018,12,6,4
341,12/7/2018,2018,12,7,4
342,12/8/2018,2018,12,8,4
343,12/9/2018,2018,12,9,4
344,12/10/2018,2018,12,10,4
345,12/11/2018,2018,12,11,4
346,12/12/2018,2018,12,12,4
347,12/13/2018,2018,12,13,4
348,12/14/2018,2018,12,14,4
349,12/15/2018,2018,12,15,4
350,12/16/2018,2018,12,16,4
351,12/17/2018,2018,12,17,4
352,12/18/2018,2018,12,18,4
353,12/19/2018,2018,12,19,4
354,12/20/2018,2018,12,20,4
355,12/21/2018,2018,12,21,4
356,12/22/2018,2018,12,22,4
357,12/23/2018,2018,12,23,4
358,12/24/2018,2018,12,24,4
359,12/25/2018,2018,12,25,4
360,12/26/2018,2018,12,26,4
361,12/27/2018,2018,12,27,4
362,12/28/2018,2018,12,28,4
363,12/29/2018,2018,12,29,4
364,12/30/2018,2018,12,30,4
365,12/31/2018,2018,12,31,4
366,1/1/2019,2019,1,1,1
367,1/2/2019,2019,1,2,1
368,1/3/2019,2019,1,3,1
369,1/4/2019,2019,1,4,1
370,1/5/2019,2019,1,5,1
371,1/6/2019,2019,1,6,1
372,1/7/2019,2019,1,7,1
373,1/8/2019,2019,1,8,1
374,1/9/2019,2019,1,9,1
375,1/10/2019,2019,1,10,1
376,1/11/2019,2019,1,11,1
377,1/12/2019,2019,1,12,1
378,1/13/2019,2019,1,13,1
379,1/14/2019,2019,1,14,1
380,1/15/2019,2019,1,15,1
381,1/16/2019,2019,1,16,1
382,1/17/2019,2019,1,17,1
383,1/18/2019,2019,1,18,1
384,1/19/2019,2019,1,19,1
385,1/20/2019,2019,1,20,1
386,1/21/2019,2019,1,21,1
387,1/22/2019,2019,1,22,1
388,1/23/2019,2019,1,23,1
389,1/24/2019,2019,1,24,1
390,1/25/2019,2019,1,25,1
391,1/26/2019,2019,1,26,1
392,1/27/2019,2019,1,27,1
393,1/28/2019,2019,1,28,1
394,1/29/2019,2019,1,29,1
395,1/30/2019,2019,1,30,1
396,1/31/2019,2019,1,31,1
397,2/1/2019,2019,2,1,1
398,2/2/2019,2019,2,2,1
399,2/3/2019,2019,2,3,1
400,2/4/2019,2019,2,4,1
401,2/5/2019,2019,2,5,1
402,2/6/2019,2019,2,6,1
403,2/7/2019,2019,2,7,1
404,2/8/2019,2019,2,8,1
405,2/9/2019,2019,2,9,1
406,2/10/2019,2019,2,10,1
407,2/11/2019,2019,2,11,1
408,2/12/2019,2019,2,12,1
409,2/13/2019,2019,2,13,1
410,2/14/2019,2019,2,14,1
411,2/15/2019,2019,2,15,1
412,2/16/2019,2019,2,16,1
413,2/17/2019,2019,2,17,1
414,2/18/2019,2019,2,18,1
415,2/19/2019,2019,2,19,1
416,2/20/2019,2019,2,20,1
417,2/21/2019,2019,2,21,1
418,2/22/2019,2019,2,22,1
419,2/23/2019,2019,2,23,1
420,2/24/2019,2019,2,24,1
421,2/25/2019,2019,2,25,1
422,2/26/2019,2019,2,26,1
423,2/27/2019,2019,2,27,1
424,2/28/2019,2019,2,28,1
425,3/1/2019,2019,3,1,1
426,3/2/2019,2019,3,2,1
427,3/3/2019,2019,3,3,1
428,3/4/2019,2019,3,4,1
429,3/5/2019,2019,3,5,1
430,3/6/2019,2019,3,6,1
431,3/7/2019,2019,3,7,1
432,3/8/2019,2019,3,8,1
433,3/9/2019,2019,3,9,1
434,3/10/2019,2019,3,10,1
435,3/11/2019,2019,3,11,1
436,3/12/2019,2019,3,12,1
437,3/13/2019,2019,3,13,1
438,3/14/2019,2019,3,14,1
439,3/15/2019,2019,3,15,1
440,3/16/2019,2019,3,16,1
441,3/17/2019,2019,3,17,1
442,3/18/2019,2019,3,18,1
443,3/19/2019,2019,3,19,1
444,3/20/2019,2019,3,20,1
445,3/21/2019,2019,3,21,1
446,3/22/2019,2019,3,22,1
447,3/23/2019,2019,3,23,1
448,3/24/2019,2019,3,24,1
449,3/25/2019,2019,3,25,1
450,3/26/2019,2019,3,26,1
451,3/27/2019,2019,3,27,1
452,3/28/2019,2019,3,28,1
453,3/29/2019,2019,3,29,1
454,3/30/2019,2019,3,30,1
455,3/31/2019,2019,3,31,1
456,4/1/2019,2019,4,1,2
457,4/2/2019,2019,4,2,2
458,4/3/2019,2019,4,3,2
459,4/4/2019,2019,4,4,2
460,4/5/2019,2019,4,5,2
461,4/6/2019,2019,4,6,2
462,4/7/2019,2019,4,7,2
463,4/8/2019,2019,4,8,2
464,4/9/2019,2019,4,9,2
465,4/10/2019,2019,4,10,2
466,4/11/2019,2019,4,11,2
467,4/12/2019,2019,4,12,2
468,4/13/2019,2019,4,13,2
469,4/14/2019,2019,4,14,2
470,4/15/2019,2019,4,15,2
471,4/16/2019,2019,4,16,2
472,4/17/2019,2019,4,17,2
473,4/18/2019,2019,4,18,2
474,4/19/2019,2019,4,19,2
475,4/20/2019,2019,4,20,2
476,4/21/2019,2019,4,21,2
477,4/22/2019,2019,4,22,2
478,4/23/2019,2019,4,23,2
479,4/24/2019,2019,4,24,2
480,4/25/2019,2019,4,25,2
481,4/26/2019,2019,4,26,2
482,4/27/2019,2019,4,27,2
483,4/28/2019,2019,4,28,2
484,4/29/2019,2019,4,29,2
485,4/30/2019,2019,4,30,2
486,5/1/2019,2019,5,1,2
487,5/2/2019,2019,5,2,2
488,5/3/2019,2019,5,3,2
489,5/4/2019,2019,5,4,2
490,5/5/2019,2019,5,5,2
491,5/6/2019,2019,5,6,2
492,5/7/2019,2019,5,7,2
493,5/8/2019,2019,5,8,2
494,5/9/2019,2019,5,9,2
495,5/10/2019,2019,5,10,2
496,5/11/2019,2019,5,11,2
497,5/12/2019,2019,5,12,2
498,5/13/2019,2019,5,13,2
499,5/14/2019,2019,5,14,2
500,5/15/2019,2019,5,15,2
501,5/16/2019,2019,5,16,2
502,5/17/2019,2019,5,17,2
503,5/18/2019,2019,5,18,2
504,5/19/2019,2019,5,19,2
505,5/20/2019,2019,5,20,2
506,5/21/2019,2019,5,21,2
507,5/22/2019,2019,5,22,2
508,5/23/2019,2019,5,23,2
509,5/24/2019,2019,5,24,2
510,5/25/2019,2019,5,25,2
511,5/26/2019,2019,5,26,2
512,5/27/2019,2019,5,27,2
513,5/28/2019,2019,5,28,2
514,5/29/2019,2019,5,29,2
515,5/30/2019,2019,5,30,2
516,5/31/2019,2019,5,31,2
517,6/1/2019,2019,6,1,2
518,6/2/2019,2019,6,2,2
519,6/3/2019,2019,6,3,2
520,6/4/2019,2019,6,4,2
521,6/5/2019,2019,6,5,2
522,6/6/2019,2019,6,6,2
523,6/7/2019,2019,6,7,2
524,6/8/2019,2019,6,8,2
525,6/9/2019,2019,6,9,2
526,6/10/2019,2019,6,10,2
527,6/11/2019,2019,6,11,2
528,6/12/2019,2019,6,12,2
529,6/13/2019,2019,6,13,2
530,6/14/2019,2019,6,14,2
531,6/15/2019,2019,6,15,2
532,6/16/2019,2019,6,16,2
533,6/17/2019,2019,6,17,2
534,6/18/2019,2019,6,18,2
535,6/19/2019,2019,6,19,2
536,6/20/2019,2019,6,20,2
537,6/21/2019,2019,6,21,2
538,6/22/2019,2019,6,22,2
539,6/23/2019,2019,6,23,2
540,6/24/2019,2019,6,24,2
541,6/25/2019,2019,6,25,2
542,6/26/2019,2019,6,26,2
543,6/27/2019,2019,6,27,2
544,6/28/2019,2019,6,28,2
545,6/29/2019,2019,6,29,2
546,6/30/2019,2019,6,30,2
547,7/1/2019,2019,7,1,3
548,7/2/2019,2019,7,2,3
549,7/3/2019,2019,7,3,3
550,7/4/2019,2019,7,4,3
551,7/5/2019,2019,7,5,3
552,7/6/2019,2019,7,6,3
553,7/7/2019,2019,7,7,3
554,7/8/2019,2019,7,8,3
