dateId,date,dateYear,dateMonth,dateDay,dateQuarter
555,7/9/2019,2019,7,9,3
556,7/10/2019,2019,7,10,3
557,7/11/2019,2019,7,11,3
558,7/12/2019,2019,7,12,3
559,7/13/2019,2019,7,13,3
560,7/14/2019,2019,7,14,3
561,7/15/2019,2019,7,15,3
562,7/16/2019,2019,7,16,3
563,7/17/2019,2019,7,17,3
564,7/18/2019,2019,7,18,3
565,7/19/2019,2019,7,19,3
566,7/20/2019,2019,7,20,3
567,7/21/2019,2019,7,21,3
568,7/22/2019,2019,7,22,3
569,7/23/2019,2019,7,23,3
570,7/24/2019,2019,7,24,3
571,7/25/2019,2019,7,25,3
572,7/26/2019,2019,7,26,3
573,7/27/2019,2019,7,27,3
574,7/28/2019,2019,7,28,3
575,7/29/2019,2019,7,29,3
576,7/30/2019,2019,7,30,3
577,7/31/2019,2019,7,31,3
578,8/1/2019,2019,8,1,3
579,8/2/2019,2019,8,2,3
580,8/3/2019,2019,8,3,3
581,8/4/2019,2019,8,4,3
582,8/5/2019,2019,8,5,3
583,8/6/2019,2019,8,6,3
584,8/7/2019,2019,8,7,3
585,8/8/2019,2019,8,8,3
586,8/9/2019,2019,8,9,3
587,8/10/2019,2019,8,10,3
588,8/11/2019,2019,8,11,3
589,8/12/2019,2019,8,12,3
590,8/13/2019,2019,8,13,3
591,8/14/2019,2019,8,14,3
592,8/15/2019,2019,8,15,3
593,8/16/2019,2019,8,16,3
594,8/17/2019,2019,8,17,3
595,8/18/2019,2019,8,18,3
596,8/19/2019,2019,8,19,3
597,8/20/2019,2019,8,20,3
598,8/21/2019,2019,8,21,3
599,8/22/2019,2019,8,22,3
600,8/23/2019,2019,8,23,3
601,8/24/2019,2019,8,24,3
602,8/25/2019,2019,8,25,3
603,8/26/2019,2019,8,26,3
604,8/27/2019,2019,8,27,3
605,8/28/2019,2019,8,28,3
606,8/29/2019,2019,8,29,3
607,8/30/2019,2019,8,30,3
608,8/31/2019,2019,8,31,3
609,9/1/2019,2019,9,1,3
610,9/2/2019,2019,9,2,3
611,9/3/2019,2019,9,3,3
612,9/4/2019,2019,9,4,3
613,9/5/2019,2019,9,5,3
614,9/6/2019,2019,9,6,3
615,9/7/2019,2019,9,7,3
616,9/8/2019,2019,9,8,3
617,9/9/2019,2019,9,9,3
618,9/10/2019,2019,9,10,3
619,9/11/2019,2019,9,11,3
620,9/12/2019,2019,9,12,3
621,9/13/2019,2019,9,13,3
622,9/14/2019,2019,9,14,3
623,9/15/2019,2019,9,15,3
624,9/16/2019,2019,9,16,3
625,9/17/2019,2019,9,17,3
626,9/18/2019,2019,9,18,3
627,9/19/2019,2019,9,19,3
628,9/20/2019,2019,9,20,3
629,9/21/2019,2019,9,21,3
630,9/22/2019,2019,9,22,3
631,9/23/2019,2019,9,23,3
632,9/24/2019,2019,9,24,3
633,9/25/2019,2019,9,25,3
634,9/26/2019,2019,9,26,3
635,9/27/2019,2019,9,27,3
636,9/28/2019,2019,9,28,3
637,9/29/2019,2019,9,29,3
638,9/30/2019,2019,9,30,3
639,10/1/2019,2019,10,1,4
640,10/2/2019,2019,10,2,4
641,10/3/2019,2019,10,3,4
642,10/4/2019,2019,10,4,4
643,10/5/2019,2019,10,5,4
644,10/6/2019,2019,10,6,4
645,10/7/2019,2019,10,7,4
646,10/8/2019,2019,10,8,4
647,10/9/2019,2019,10,9,4
648,10/10/2019,2019,10,10,4
649,10/11/2019,2019,10,11,4
650,10/12/2019,2019,10,12,4
651,10/13/2019,2019,10,13,4
652,10/14/2019,2019,10,14,4
653,10/15/2019,2019,10,15,4
654,10/16/2019,2019,10,16,4
655,10/17/2019,2019,10,17,4
656,10/18/2019,2019,10,18,4
657,10/19/2019,2019,10,19,4
658,10/20/2019,2019,10,20,4
659,10/21/2019,2019,10,21,4
660,10/22/2019,2019,10,22,4
661,10/23/2019,2019,10,23,4
662,10/24/2019,2019,10,24,4
663,10/25/2019,2019,10,25,4
664,10/26/2019,2019,10,26,4
665,10/27/2019,2019,10,27,4
666,10/28/2019,2019,10,28,4
667,10/29/2019,2019,10,29,4
668,10/30/2019,2019,10,30,4
669,10/31/2019,2019,10,31,4
670,11/1/2019,2019,11,1,4
671,11/2/2019,2019,11,2,4
672,11/3/2019,2019,11,3,4
673,11/4/2019,2019,11,4,4
674,11/5/2019,2019,11,5,4
675,11/6/2019,2019,11,6,4
676,11/7/2019,2019,11,7,4
677,11/8/2019,2019,11,8,4
678,11/9/2019,2019,11,9,4
679,11/10/2019,2019,11,10,4
680,11/11/2019,2019,11,11,4
681,11/12/2019,2019,11,12,4
682,11/13/2019,2019,11,13,4
683,11/14/2019,2019,11,14,4
684,11/15/2019,2019,11,15,4
685,11/16/2019,2019,11,16,4
686,11/17/2019,2019,11,17,4
687,11/18/2019,2019,11,18,4
688,11/19/2019,2019,11,19,4
689,11/20/2019,2019,11,20,4
690,11/21/2019,2019,11,21,4
691,11/22/2019,2019,11,22,4
692,11/23/2019,2019,11,23,4
693,11/24/2019,2019,11,24,4
694,11/25/2019,2019,11,25,4
695,11/26/2019,2019,11,26,4
696,11/27/2019,2019,11,27,4
697,11/28/2019,2019,11,28,4
698,11/29/2019,2019,11,29,4
699,11/30/2019,2019,11,30,4
700,12/1/2019,2019,12,1,4
701,12/2/2019,2019,12,2,4
702,12/3/2019,2019,12,3,4
703,12/4/2019,2019,12,4,4
704,12/5/2019,2019,12,5,4
705,12/6/2019,2019,12,6,4
706,12/7/2019,2019,12,7,4
707,12/8/2019,2019,12,8,4
708,12/9/2019,2019,12,9,4
709,12/10/2019,2019,12,10,4
710,12/11/2019,2019,12,11,4
711,12/12/2019,2019,12,12,4
712,12/13/2019,2019,12,13,4
713,12/14/2019,2019,12,14,4
714,12/15/2019,2019,12,15,4
715,12/16/2019,2019,12,16,4
716,12/17/2019,2019,12,17,4
717,12/18/2019,2019,12,18,4
718,12/19/2019,2019,12,19,4
719,12/20/2019,2019,12,20,4
720,12/21/2019,2019,12,21,4
721,12/22/2019,2019,12,22,4
722,12/23/2019,2019,12,23,4
723,12/24/2019,2019,12,24,4
724,12/25/2019,2019,12,25,4
725,12/26/2019,2019,12,26,4
726,12/27/2019,2019,12,27,4
727,12/28/2019,2019,12,28,4
728,12/29/2019,2019,12,29,4
729,12/30/2019,2019,12,30,4
730,12/31/2019,2019,12,31,4
731,1/1/2020,2020,1,1,1
732,1/2/2020,2020,1,2,1
733,1/3/2020,2020,1,3,1
734,1/4/2020,2020,1,4,1
735,1/5/2020,2020,1,5,1
736,1/6/2020,2020,1,6,1
737,1/7/2020,2020,1,7,1
738,1/8/2020,2020,1,8,1
739,1/9/2020,2020,1,9,1
740,1/10/2020,2020,1,10,1
741,1/11/2020,2020,1,11,1
742,1/12/2020,2020,1,12,1
743,1/13/2020,2020,1,13,1
744,1/14/2020,2020,1,14,1
745,1/15/2020,2020,1,15,1
746,1/16/2020,2020,1,16,1
747,1/17/2020,2020,1,17,1
748,1/18/2020,2020,1,18,1
749,1/19/2020,2020,1,19,1
750,1/20/2020,2020,1,20,1
751,1/21/2020,2020,1,21,1
752,1/22/2020,2020,1,22,1
753,1/23/2020,2020,1,23,1
754,1/24/2020,2020,1,24,1
755,1/25/2020,2020,1,25,1
756,1/26/2020,2020,1,26,1
757,1/27/2020,2020,1,27,1
758,1/28/2020,2020,1,28,1
759,1/29/2020,2020,1,29,1
760,1/30/2020,2020,1,30,1
761,1/31/2020,2020,1,31,1
762,2/1/2020,2020,2,1,1
763,2/2/2020,2020,2,2,1
764,2/3/2020,2020,2,3,1
765,2/4/2020,2020,2,4,1
766,2/5/2020,2020,2,5,1
767,2/6/2020,2020,2,6,1
768,2/7/2020,2020,2,7,1
769,2/8/2020,2020,2,8,1
770,2/9/2020,2020,2,9,1
771,2/10/2020,2020,2,10,1
772,2/11/2020,2020,2,11,1
773,2/12/2020,2020,2,12,1
774,2/13/2020,2020,2,13,1
775,2/14/2020,2020,2,14,1
776,2/15/2020,2020,2,15,1
777,2/16/2020,2020,2,16,1
778,2/17/2020,2020,2,17,1
779,2/18/2020,2020,2,18,1
780,2/19/2020,2020,2,19,1
781,2/20/2020,2020,2,20,1
782,2/21/2020,2020,2,21,1
783,2/22/2020,2020,2,22,1
784,2/23/2020,2020,2,23,1
785,2/24/2020,2020,2,24,1
786,2/25/2020,2020,2,25,1
787,2/26/2020,2020,2,26,1
788,2/27/2020,2020,2,27,1
789,2/28/2020,2020,2,28,1
790,2/29/2020,2020,2,29,1
791,3/1/2020,2020,3,1,1
792,3/2/2020,2020,3,2,1
793,3/3/2020,2020,3,3,1
794,3/4/2020,2020,3,4,1
795,3/5/2020,2020,3,5,1
796,3/6/2020,2020,3,6,1
797,3/7/2020,2020,3,7,1
798,3/8/2020,2020,3,8,1
799,3/9/2020,2020,3,9,1
800,3/10/2020,2020,3,10,1
801,3/11/2020,2020,3,11,1
802,3/12/2020,2020,3,12,1
803,3/13/2020,2020,3,13,1
804,3/14/2020,2020,3,14,1
805,3/15/2020,2020,3,15,1
806,3/16/2020,2020,3,16,1
807,3/17/2020,2020,3,17,1
808,3/18/2020,2020,3,18,1
809,3/19/2020,2020,3,19,1
810,3/20/2020,2020,3,20,1
811,3/21/2020,2020,3,21,1
812,3/22/2020,2020,3,22,1
813,3/23/2020,2020,3,23,1
814,3/24/2020,2020,3,24,1
815,3/25/2020,2020,3,25,1
816,3/26/2020,2020,3,26,1
817,3/27/2020,2020,3,27,1
818,3/28/2020,2020,3,28,1
819,3/29/2020,2020,3,29,1
820,3/30/2020,2020,3,30,1
821,3/31/2020,2020,3,31,1
822,4/1/2020,2020,4,1,2
823,4/2/2020,2020,4,2,2
824,4/3/2020,2020,4,3,2
825,4/4/2020,2020,4,4,2
826,4/5/2020,2020,4,5,2
827,4/6/2020,2020,4,6,2
828,4/7/2020,2020,4,7,2
829,4/8/2020,2020,4,8,2
830,4/9/2020,2020,4,9,2
831,4/10/2020,2020,4,10,2
832,4/11/2020,2020,4,11,2
833,4/12/2020,2020,4,12,2
834,4/13/2020,2020,4,13,2
835,4/14/2020,2020,4,14,2
836,4/15/2020,2020,4,15,2
837,4/16/2020,2020,4,16,2
838,4/17/2020,2020,4,17,2
839,4/18/2020,2020,4,18,2
840,4/19/2020,2020,4,19,2
841,4/20/2020,2020,4,20,2
842,4/21/2020,2020,4,21,2
843,4/22/2020,2020,4,22,2
844,4/23/2020,2020,4,23,2
845,4/24/2020,2020,4,24,2
846,4/25/2020,2020,4,25,2
847,4/26/2020,2020,4,26,2
848,4/27/2020,2020,4,27,2
849,4/28/2020,2020,4,28,2
850,4/29/2020,2020,4,29,2
851,4/30/2020,2020,4,30,2
852,5/1/2020,2020,5,1,2
853,5/2/2020,2020,5,2,2
854,5/3/2020,2020,5,3,2
855,5/4/2020,2020,5,4,2
856,5/5/2020,2020,5,5,2
857,5/6/2020,2020,5,6,2
858,5/7/2020,2020,5,7,2
859,5/8/2020,2020,5,8,2
860,5/9/2020,2020,5,9,2
861,5/10/2020,2020,5,10,2
862,5/11/2020,2020,5,11,2
863,5/12/2020,2020,5,12,2
864,5/13/2020,2020,5,13,2
865,5/14/2020,2020,5,14,2
866,5/15/2020,2020,5,15,2
867,5/16/2020,2020,5,16,2
868,5/17/2020,2020,5,17,2
869,5/18/2020,2020,5,18,2
870,5/19/2020,2020,5,19,2
871,5/20/2020,2020,5,20,2
872,5/21/2020,2020,5,21,2
873,5/22/2020,2020,5,22,2
874,5/23/2020,2020,5,23,2
875,5/24/2020,2020,5,24,2
876,5/25/2020,2020,5,25,2
877,5/26/2020,2020,5,26,2
878,5/27/2020,2020,5,27,2
879,5/28/2020,2020,5,28,2
880,5/29/2020,2020,5,29,2
881,5/30/2020,2020,5,30,2
882,5/31/2020,2020,5,31,2
883,6/1/2020,2020,6,1,2
884,6/2/2020,2020,6,2,2
885,6/3/2020,2020,6,3,2
886,6/4/2020,2020,6,4,2
887,6/5/2020,2020,6,5,2
888,6/6/2020,2020,6,6,2
889,6/7/2020,2020,6,7,2
890,6/8/2020,2020,6,8,2
891,6/9/2020,2020,6,9,2
892,6/10/2020,2020,6,10,2
893,6/11/2020,2020,6,11,2
894,6/12/2020,2020,6,12,2
895,6/13/2020,2020,6,13,2
896,6/14/2020,2020,6,14,2
897,6/15/2020,2020,6,15,2
898,6/16/2020,2020,6,16,2
899,6/17/2020,2020,6,17,2
900,6/18/2020,2020,6,18,2
901,6/19/2020,2020,6,19,2
902,6/20/2020,2020,6,20,2
903,6/21/2020,2020,6,21,2
904,6/22/2020,2020,6,22,2
905,6/23/2020,2020,6,23,2
906,6/24/2020,2020,6,24,2
907,6/25/2020,2020,6,25,2
908,6/26/2020,2020,6,26,2
909,6/27/2020,2020,6,27,2
910,6/28/2020,2020,6,28,2
911,6/29/2020,2020,6,29,2
912,6/30/2020,2020,6,30,2
913,7/1/2020,2020,7,1,3
914,7/2/2020,2020,7,2,3
915,7/3/2020,2020,7,3,3
916,7/4/2020,2020,7,4,3
917,7/5/2020,2020,7,5,3
918,7/6/2020,2020,7,6,3
919,7/7/2020,2020,7,7,3
920,7/8/2020,2020,7,8,3
921,7/9/2020,2020,7,9,3
922,7/10/2020,2020,7,10,3
923,7/11/2020,2020,7,11,3
924,7/12/2020,2020,7,12,3
925,7/13/2020,2020,7,13,3
926,7/14/2020,2020,7,14,3
927,7/15/2020,2020,7,15,3
928,7/16/2020,2020,7,16,3
929,7/17/2020,2020,7,17,3
930,7/18/2020,2020,7,18,3
931,7/19/2020,2020,7,19,3
932,7/20/2020,2020,7,20,3
933,7/21/2020,2020,7,21,3
934,7/22/2020,2020,7,22,3
935,7/23/2020,2020,7,23,3
936,7/24/2020,2020,7,24,3
937,7/25/2020,2020,7,25,3
938,7/26/2020,2020,7,26,3
939,7/27/2020,2020,7,27,3
940,7/28/2020,2020,7,28,3
941,7/29/2020,2020,7,29,3
942,7/30/2020,2020,7,30,3
943,7/31/2020,2020,7,31,3
944,8/1/2020,2020,8,1,3
945,8/2/2020,2020,8,2,3
946,8/3/2020,2020,8,3,3
947,8/4/2020,2020,8,4,3
948,8/5/2020,2020,8,5,3
949,8/6/2020,2020,8,6,3
950,8/7/2020,2020,8,7,3
951,8/8/2020,2020,8,8,3
952,8/9/2020,2020,8,9,3
953,8/10/2020,2020,8,10,3
954,8/11/2020,2020,8,11,3
955,8/12/2020,2020,8,12,3
956,8/13/2020,2020,8,13,3
957,8/14/2020,2020,8,14,3
958,8/15/2020,2020,8,15,3
959,8/16/2020,2020,8,16,3
960,8/17/2020,2020,8,17,3
961,8/18/2020,2020,8,18,3
962,8/19/2020,2020,8,19,3
963,8/20/2020,2020,8,20,3
964,8/21/2020,2020,8,21,3
965,8/22/2020,2020,8,22,3
966,8/23/2020,2020,8,23,3
967,8/24/2020,2020,8,24,3
968,8/25/2020,2020,8,25,3
969,8/26/2020,2020,8,26,3
970,8/27/2020,2020,8,27,3
971,8/28/2020,2020,8,28,3
972,8/29/2020,2020,8,29,3
973,8/30/2020,2020,8,30,3
974,8/31/2020,2020,8,31,3
975,9/1/2020,2020,9,1,3
976,9/2/2020,2020,9,2,3
977,9/3/2020,2020,9,3,3
978,9/4/2020,2020,9,4,3
979,9/5/2020,2020,9,5,3
980,9/6/2020,2020,9,6,3
981,9/7/2020,2020,9,7,3
982,9/8/2020,2020,9,8,3
983,9/9/2020,2020,9,9,3
984,9/10/2020,2020,9,10,3
985,9/11/2020,2020,9,11,3
986,9/12/2020,2020,9,12,3
987,9/13/2020,2020,9,13,3
988,9/14/2020,2020,9,14,3
989,9/15/2020,2020,9,15,3
990,9/16/2020,2020,9,16,3
991,9/17/2020,2020,9,17,3
992,9/18/2020,2020,9,18,3
993,9/19/2020,2020,9,19,3
994,9/20/2020,2020,9,20,3
995,9/21/2020,2020,9,21,3
996,9/22/2020,2020,9,22,3
997,9/23/2020,2020,9,23,3
998,9/24/2020,2020,9,24,3
999,9/25/2020,2020,9,25,3
1000,9/26/2020,2020,9,26,3
1001,9/27/2020,2020,9,27,3
1002,9/28/2020,2020,9,28,3
1003,9/29/2020,2020,9,29,3
1004,9/30/2020,2020,9,30,3
1005,10/1/2020,2020,10,1,4
1006,10/2/2020,2020,10,2,4
1007,10/3/2020,2020,10,3,4
1008,10/4/2020,2020,10,4,4
1009,10/5/2020,2020,10,5,4
1010,10/6/2020,2020,10,6,4
1011,10/7/2020,2020,10,7,4
1012,10/8/2020,2020,10,8,4
1013,10/9/2020,2020,10,9,4
1014,10/10/2020,2020,10,10,4
1015,10/11/2020,2020,10,11,4
1016,10/12/2020,2020,10,12,4
1017,10/13/2020,2020,10,13,4
1018,10/14/2020,2020,10,14,4
1019,10/15/2020,2020,10,15,4
1020,10/16/2020,2020,10,16,4
1021,10/17/2020,2020,10,17,4
1022,10/18/2020,2020,10,18,4
1023,10/19/2020,2020,10,19,4
1024,10/20/2020,2020,10,20,4
1025,10/21/2020,2020,10,21,4
1026,10/22/2020,2020,10,22,4
1027,10/23/2020,2020,10,23,4
1028,10/24/2020,2020,10,24,4
1029,10/25/2020,2020,10,25,4
1030,10/26/2020,2020,10,26,4
1031,10/27/2020,2020,10,27,4
1032,10/28/2020,2020,10,28,4
1033,10/29/2020,2020,10,29,4
1034,10/30/2020,2020,10,30,4
1035,10/31/2020,2020,10,31,4
1036,11/1/2020,2020,11,1,4
1037,11/2/2020,2020,11,2,4
1038,11/3/2020,2020,11,3,4
1039,11/4/2020,2020,11,4,4
1040,11/5/2020,2020,11,5,4
1041,11/6/2020,2020,11,6,4
1042,11/7/2020,2020,11,7,4
1043,11/8/2020,2020,11,8,4
1044,11/9/2020,2020,11,9,4
1045,11/10/2020,2020,11,10,4
1046,11/11/2020,2020,11,11,4
1047,11/12/2020,2020,11,12,4
1048,11/13/2020,2020,11,13,4
1049,11/14/2020,2020,11,14,4
1050,11/15/2020,2020,11,15,4
1051,11/16/2020,2020,11,16,4
1052,11/17/2020,2020,11,17,4
1053,11/18/2020,2020,11,18,4
1054,11/19/2020,2020,11,19,4
1055,11/20/2020,2020,11,20,4
1056,11/21/2020,2020,11,21,4
1057,11/22/2020,2020,11,22,4
1058,11/23/2020,2020,11,23,4
1059,11/24/2020,2020,11,24,4
1060,11/25/2020,2020,11,25,4
1061,11/26/2020,2020,11,26,4
1062,11/27/2020,2020,11,27,4
1063,11/28/2020,2020,11,28,4
1064,11/29/2020,2020,11,29,4
1065,11/30/2020,2020,11,30,4
1066,12/1/2020,2020,12,1,4
1067,12/2/2020,2020,12,2,4
1068,12/3/2020,2020,12,3,4
1069,12/4/2020,2020,12,4,4
1070,12/5/2020,2020,12,5,4
1071,12/6/2020,2020,12,6,4
1072,12/7/2020,2020,12,7,4
1073,12/8/2020,2020,12,8,4
1074,12/9/2020,2020,12,9,4
1075,12/10/2020,2020,12,10,4
1076,12/11/2020,2020,12,11,4
1077,12/12/2020,2020,12,12,4
1078,12/13/2020,2020,12,13,4
1079,12/14/2020,2020,12,14,4
1080,12/15/2020,2020,12,15,4
1081,12/16/2020,2020,12,16,4
1082,12/17/2020,2020,12,17,4
1083,12/18/2020,2020,12,18,4
1084,12/19/2020,2020,12,19,4
1085,12/20/2020,2020,12,20,4
1086,12/21/2020,2020,12,21,4
1087,12/22/2020,2020,12,22,4
1088,12/23/2020,2020,12,23,4
1089,12/24/2020,2020,12,24,4
1090,12/25/2020,2020,12,25,4
1091,12/26/2020,2020,12,26,4
1092,12/27/2020,2020,12,27,4
1093,12/28/2020,2020,12,28,4
1094,12/29/2020,2020,12,29,4
1095,12/30/2020,2020,12,30,4